Date,Tournament,W/L,Side,Vs_Team,Game_Length,Champion,Vs_Champion,Kills,Deaths,Assists,KDA,Spells,CS,Delta_CS,Items,Date_parsed,tournaments_played,date,blue_side_team,red_side_team,winner,blue_side_bans,red_side_bans,blue_side_picks,red_side_picks,blue_side_roster,red_side_roster,tournament_curr_total_games,tournament_curr_wins,tournament_curr_losses,tournament_curr_win_percentage,tournament_type,teams_region,teammate_role_top,teammate_role_jungle,teammate_role_mid,teammate_role_adc,teammate_role_support,enemy_role_top,enemy_role_jungle,enemy_role_mid,enemy_role_adc,enemy_role_support,bans,teammate_top_champion,teammate_jungle_champion,teammate_mid_champion,teammate_adc_champion,teammate_support_champion,opponent_top_champion,opponent_jungle_champion,opponent_mid_champion,opponent_adc_champion,opponent_support_champion,teammate_top_ign,teammate_jungle_ign,teammate_mid_ign,teammate_adc_ign,teammate_support_ign,opponent_top_ign,opponent_jungle_ign,opponent_mid_ign,opponent_adc_ign,opponent_support_ign
2018-06-26 09:47:00,"Korea,LCK 2018 Summer",Win,Red,KT Rolster,36:43,Yasuo,Zoe,11,2,2,6.5,"Cleanse,FlashConqueror",364,+81,"Stopwatch,Phantom Dancer,Berserker's Greaves,Guardian Angel,Infinity Edge,The Bloodthirster Warding Totem   ",2018-06-26 09:47:00,41,2018-06-26 09:47:00,KT Rolster,SK Telecom T1,SK Telecom T1,"Xayah,Taliyah,Galio,Ornn,Dr. Mundo","Nocturne,Swain,Rumble,Kindred,Trundle","Aatrox,Camille,Zoe,Ezreal,Tahm Kench","Darius,Sejuani,Yasuo,Morgana,Pyke","Smeb,Score,Ucal,Deft,Mata","Thal,Blank,Faker,Bang,Effort",8,2,6,0.25,Regular Season,Korea,Juggernaut,Vanguard,Skirmisher,Catcher,Assassin,Juggernaut,Diver,Burst,Nimble,Warden,"Dr. Mundo,Galio,Kindred,Nocturne,Ornn,Rumble,Swain,Taliyah,Trundle,Xayah",Darius,Sejuani,Yasuo,Morgana,Pyke,Aatrox,Camille,Zoe,Ezreal,Tahm Kench,Thal,Blank,Faker,Bang,Effort,Smeb,Score,Ucal,Deft,Mata
2018-06-26 10:51:00,"Korea,LCK 2018 Summer",Win,Blue,KT Rolster,35:26,Aatrox,Ryze,4,0,7,11.0,"Teleport,FlashConqueror",367,+50,"Sterak's Gage,Pickaxe,Ninja Tabi,Trinity Force (0.9.25.21 - 10.22),Guinsoo's Rageblade,Jaurim's Fist Warding Totem  ",2018-06-26 10:51:00,41,2018-06-26 10:51:00,SK Telecom T1,KT Rolster,SK Telecom T1,"Swain,Nocturne,Soraka,Rumble,Dr. Mundo","Xayah,Taliyah,Zoe,Irelia,Yasuo","Vladimir,Sejuani,Aatrox,Morgana,Pyke","Gangplank,Kindred,Ryze,Ezreal,Tahm Kench","Thal,Blank,Faker,Bang,Effort","Smeb,Score,Ucal,Deft,Mata",9,3,6,0.3333,Regular Season,Korea,Battlemage,Vanguard,Juggernaut,Catcher,Assassin,Diver,Nimble,Battlemage,Nimble,Warden,"Dr. Mundo,Irelia,Nocturne,Rumble,Soraka,Swain,Taliyah,Xayah,Yasuo,Zoe",Vladimir,Sejuani,Aatrox,Morgana,Pyke,Gangplank,Kindred,Ryze,Ezreal,Tahm Kench,Thal,Blank,Faker,Bang,Effort,Smeb,Score,Ucal,Deft,Mata
2018-06-28 10:41:00,"Korea,LCK 2018 Summer",Loss,Red,Kingzone DragonX,32:18,Swain,Morgana,5,2,6,5.5,"Teleport,FlashPhase Rush",302,+68,"Zhonya's Hourglass,Morellonomicon,Blasting Wand,Sorcerer's Shoes,Rod of Ages,Needlessly Large Rod Warding Totem ",2018-06-28 10:41:00,41,2018-06-28 10:41:00,Kingzone DragonX,SK Telecom T1,Kingzone DragonX,"Yasuo,Irelia,Aatrox,Vel'Koz,Talon","Nocturne,Taliyah,Zoe,Dr. Mundo,Shen","Jayce,Rakan,Morgana,Xayah,Blitzcrank","Darius,Sejuani,Swain,Soraka,Tahm Kench","Khan,Cuzz,Bdd,PraY,GorillA","Thal,Blank,Faker,Bang,Effort",10,4,6,0.4,Regular Season,Korea,Juggernaut,Vanguard,Battlemage,Enchanter,Warden,Artillery,Catcher,Catcher,Nimble,Catcher,"Aatrox,Dr. Mundo,Irelia,Nocturne,Shen,Taliyah,Talon,Vel'Koz,Yasuo,Zoe",Darius,Sejuani,Swain,Soraka,Tahm Kench,Jayce,Rakan,Morgana,Xayah,Blitzcrank,Thal,Blank,Faker,Bang,Effort,Khan,Cuzz,Bdd,PraY,GorillA
2018-06-28 12:40:00,"Korea,LCK 2018 Summer",Loss,Blue,Kingzone DragonX,37:43,Galio,Anivia,5,3,6,3.67,"Teleport,FlashAftershock",353,+4,"Zhonya's Hourglass,Luden's Echo,Rabadon's Deathcap,Rod of Ages,Mercury's Treads, Warding Totem  ",2018-06-28 12:40:00,41,2018-06-28 12:40:00,SK Telecom T1,Kingzone DragonX,Kingzone DragonX,"Nocturne,Aatrox,Zoe,Jayce,Heimerdinger","Sejuani,Morgana,Taliyah,Skarner,Trundle","Darius,Xin Zhao,Galio,Swain,Tahm Kench","Dr. Mundo,Camille,Anivia,Ezreal,Shen","Thal,Blank,Faker,Bang,Effort","Khan,Cuzz,Bdd,PraY,GorillA",11,4,7,0.3636,Regular Season,Korea,Juggernaut,Diver,Warden,Battlemage,Warden,Juggernaut,Diver,Battlemage,Nimble,Warden,"Aatrox,Heimerdinger,Jayce,Morgana,Nocturne,Sejuani,Skarner,Taliyah,Trundle,Zoe",Darius,Xin Zhao,Galio,Swain,Tahm Kench,Dr. Mundo,Camille,Anivia,Ezreal,Shen,Thal,Blank,Faker,Bang,Effort,Khan,Cuzz,Bdd,PraY,GorillA
2018-06-30 11:29:00,"Korea,LCK 2018 Summer",Win,Red,bbq Olivers,34:26,Irelia,Zoe,3,1,8,11.0,"Ignite,FlashConqueror",385,+65,"Mercurial Scimitar,Broken Stopwatch,Trinity Force (0.9.25.21 - 10.22),Sterak's Gage,Executioner's Calling,Mercury's Treads Warding Totem    ",2018-06-30 11:29:00,41,2018-06-30 11:29:00,bbq Olivers,SK Telecom T1,SK Telecom T1,"Rakan,Yasuo,Aatrox,Kennen,Darius","Nocturne,Taliyah,Morgana,Braum,Trundle","Dr. Mundo,Nidalee,Zoe,Varus,Tahm Kench","Nasus,Sejuani,Irelia,Swain,Pyke","Crazy (Kim Jae-hee),Trick,Tempt,Ghost (Jang Yong-jun),IgNar","Thal,Blank,Faker,Bang,Effort",12,4,8,0.3333,Regular Season,Korea,Juggernaut,Vanguard,Diver,Battlemage,Assassin,Juggernaut,Artillery,Burst,Marksman,Warden,"Aatrox,Braum,Darius,Kennen,Morgana,Nocturne,Rakan,Taliyah,Trundle,Yasuo",Nasus,Sejuani,Irelia,Swain,Pyke,Dr. Mundo,Nidalee,Zoe,Varus,Tahm Kench,Thal,Blank,Faker,Bang,Effort,Crazy (Kim Jae-hee),Trick,Tempt,Ghost (Jang Yong-jun),IgNar
2018-06-30 12:59:00,"Korea,LCK 2018 Summer",Win,Blue,bbq Olivers,39:54,Poppy,Irelia,5,3,3,2.67,"Ignite,FlashSummon Aery",362,-5,"Gargoyle Stoneplate,Corrupting Potion,Sunfire Cape,Trinity Force (0.9.25.21 - 10.22),Frozen Heart,Ninja Tabi Warding Totem  ",2018-06-30 12:59:00,41,2018-06-30 12:59:00,SK Telecom T1,bbq Olivers,SK Telecom T1,"Morgana,Zoe,Aatrox,Alistar,Shen","Taliyah,Rakan,Nocturne,Mordekaiser,Darius","Dr. Mundo,Trundle,Poppy,Swain,Pyke","Vladimir,Sejuani,Irelia,Yasuo,Thresh","Thal,Blank,Faker,Bang,Effort","Crazy (Kim Jae-hee),Trick,Tempt,Ghost (Jang Yong-jun),IgNar",13,5,8,0.3846,Regular Season,Korea,Juggernaut,Juggernaut,Warden,Battlemage,Assassin,Battlemage,Vanguard,Diver,Skirmisher,Catcher,"Aatrox,Alistar,Darius,Mordekaiser,Morgana,Nocturne,Rakan,Shen,Taliyah,Zoe",Dr. Mundo,Trundle,Poppy,Swain,Pyke,Vladimir,Sejuani,Irelia,Yasuo,Thresh,Thal,Blank,Faker,Bang,Effort,Crazy (Kim Jae-hee),Trick,Tempt,Ghost (Jang Yong-jun),IgNar
2018-07-05 11:21:00,"International,Rift Rivals 2018 LCK-LPL-LMS",Win,Red,Machi Esports,34:53,Galio,Zoe,4,1,7,11.0,"Teleport,Flash",367,+25,"Zhonya's Hourglass,Rabadon's Deathcap,The Dark Seal,Rod of Ages,Mercury's Treads,Luden's Echo Warding Totem ",2018-07-05 11:21:00,41,2018-07-05 11:21:00,Machi Esports,SK Telecom T1,SK Telecom T1,"Yasuo,Morgana,Pyke,Trundle,Aatrox","Nocturne,Taliyah,Tahm Kench,Heimerdinger,Kled","Darius,Sejuani,Zoe,Mordekaiser,Alistar","Swain,Camille,Galio,Xayah,Rakan","3z,Crash,M1ssion,DeuL,Dreamer","Thal,Blank,Faker,Bang,Wolf (Lee Jae-wan)",14,6,8,0.4286,Low Stakes,PCS,Battlemage,Diver,Warden,Nimble,Catcher,Juggernaut,Vanguard,Burst,Juggernaut,Vanguard,"Aatrox,Heimerdinger,Kled,Morgana,Nocturne,Pyke,Tahm Kench,Taliyah,Trundle,Yasuo",Swain,Camille,Galio,Xayah,Rakan,Darius,Sejuani,Zoe,Mordekaiser,Alistar,Thal,Blank,Faker,Bang,Wolf (Lee Jae-wan),3z,Crash,M1ssion,DeuL,Dreamer
2018-07-06 09:11:00,"International,Rift Rivals 2018 LCK-LPL-LMS",Loss,Red,Invictus Gaming,27:08,Yasuo,Galio,3,4,4,1.75,"Cleanse,Flash",228,-5,"Guardian Angel,Berserker's Greaves,Phantom Dancer,Doran's Blade,B.F. Sword,Control Ward Warding Totem   ",2018-07-06 09:11:00,42,2018-07-06 09:11:00,Invictus Gaming,SK Telecom T1,Invictus Gaming,"Rakan,Morgana,Heimerdinger,Sejuani,Trundle","Taliyah,Nocturne,Swain,Varus,Ashe","Dr. Mundo,Camille,Galio,Lucian,Alistar","Darius,Gragas,Yasuo,Vladimir,Shen","Duke (Lee Ho-seong),Ning,Rookie,JackeyLove,Baolan","Thal,Blank,Faker,Bang,Wolf (Lee Jae-wan)",0,0,0,0.0,Low Stakes,China,Juggernaut,Vanguard,Skirmisher,Battlemage,Warden,Juggernaut,Diver,Warden,Nimble,Vanguard,"Ashe,Heimerdinger,Morgana,Nocturne,Rakan,Sejuani,Swain,Taliyah,Trundle,Varus",Darius,Gragas,Yasuo,Vladimir,Shen,Dr. Mundo,Camille,Galio,Lucian,Alistar,Thal,Blank,Faker,Bang,Wolf (Lee Jae-wan),Duke (Lee Ho-seong),Ning,Rookie,JackeyLove,Baolan
2018-07-07 09:06:00,"International,Rift Rivals 2018 LCK-LPL-LMS",Win,Blue,Flash Wolves,36:25,Galio,Aatrox,3,1,8,11.0,"Teleport,Flash",407,+46,"Zhonya's Hourglass,The Dark Seal,Rod of Ages,Sorcerer's Shoes,Luden's Echo,Void Staff Warding Totem ",2018-07-07 09:06:00,42,2018-07-07 09:06:00,SK Telecom T1,Flash Wolves,SK Telecom T1,"Mordekaiser,Rakan,Morgana,Tahm Kench,Gangplank","Taliyah,Zoe,Swain,Shen,Darius","Dr. Mundo,Nocturne,Galio,Varus,Braum","Camille,Sejuani,Aatrox,Vladimir,Alistar","Thal,Blank,Faker,Bang,Wolf (Lee Jae-wan)","Hanabi (Su Chia-Hsiang),MooJin,Maple (Huang Yi-Tang),Betty,SwordArT",1,0,1,0.0,Low Stakes,LMS,Juggernaut,Assassin,Warden,Marksman,Warden,Diver,Vanguard,Juggernaut,Battlemage,Vanguard,"Darius,Gangplank,Mordekaiser,Morgana,Rakan,Shen,Swain,Tahm Kench,Taliyah,Zoe",Dr. Mundo,Nocturne,Galio,Varus,Braum,Camille,Sejuani,Aatrox,Vladimir,Alistar,Thal,Blank,Faker,Bang,Wolf (Lee Jae-wan),Hanabi (Su Chia-Hsiang),MooJin,Maple (Huang Yi-Tang),Betty,SwordArT
2018-07-08 09:45:00,"International,Rift Rivals 2018 LCK-LPL-LMS",Loss,Red,Royal Never Give Up,22:43,Mordekaiser,Lissandra,1,1,3,4.0,"Exhaust,Flash",258,+50,"Hextech Protobelt-01,Zhonya's Hourglass,Targon's Brace,Ninja Tabi,Refillable Potion,Haunting Guise Warding Totem    ",2018-07-08 09:45:00,42,2018-07-08 09:45:00,Royal Never Give Up,SK Telecom T1,Royal Never Give Up,"Galio,Morgana,Swain,Sejuani,Skarner","Nocturne,Taliyah,Zoe,Varus,Kai'Sa","Aatrox,Camille,Lissandra,Ezreal,Shen","Darius,Rakan,Mordekaiser,Xayah,Alistar","Zz1tai,Mlxg,xiaohu,Uzi (Jian Zi-Hao),Ming (Shi Sen-Ming)","Thal,Blank,Faker,Bang,Wolf (Lee Jae-wan)",2,1,1,0.5,Low Stakes,China,Juggernaut,Catcher,Juggernaut,Nimble,Vanguard,Juggernaut,Diver,Burst,Nimble,Warden,"Galio,Kai'Sa,Morgana,Nocturne,Sejuani,Skarner,Swain,Taliyah,Varus,Zoe",Darius,Rakan,Mordekaiser,Xayah,Alistar,Aatrox,Camille,Lissandra,Ezreal,Shen,Thal,Blank,Faker,Bang,Wolf (Lee Jae-wan),Zz1tai,Mlxg,xiaohu,Uzi (Jian Zi-Hao),Ming (Shi Sen-Ming)
2018-07-13 11:17:00,"Korea,LCK 2018 Summer",Win,Red,Hanwha Life Esports,33:06,Galio,Swain,1,1,11,12.0,"Teleport,FlashAftershock",331,+45,"The Dark Seal,Luden's Echo,Fiendish Codex,Rod of Ages,Mercury's Treads,Rabadon's Deathcap Warding Totem ",2018-07-13 11:17:00,42,2018-07-13 11:17:00,Hanwha Life Esports,SK Telecom T1,SK Telecom T1,"Tahm Kench,Pyke,Morgana,Camille,Trundle","Aatrox,Taliyah,Nocturne,Taric,Varus","Dr. Mundo,Sejuani,Swain,Xayah,Rakan","Darius,Kindred,Galio,Karthus,Shen","Lindarang,SeongHwan,Lava,Sangyoon,Key","Thal,Blank,Faker,Bang,Effort",3,1,2,0.3333,Regular Season,Korea,Juggernaut,Nimble,Warden,Battlemage,Warden,Juggernaut,Vanguard,Battlemage,Nimble,Catcher,"Aatrox,Camille,Morgana,Nocturne,Pyke,Tahm Kench,Taliyah,Taric,Trundle,Varus",Darius,Kindred,Galio,Karthus,Shen,Dr. Mundo,Sejuani,Swain,Xayah,Rakan,Thal,Blank,Faker,Bang,Effort,Lindarang,SeongHwan,Lava,Sangyoon,Key
2018-07-13 12:10:00,"Korea,LCK 2018 Summer",Loss,Blue,Hanwha Life Esports,31:10,Yasuo,Talon,3,1,1,4.0,"Ignite,FlashConqueror",341,-23,"Guardian Angel,Berserker's Greaves,Infinity Edge,Phantom Dancer,Control Ward,B.F. Sword Warding Totem   ",2018-07-13 12:10:00,42,2018-07-13 12:10:00,SK Telecom T1,Hanwha Life Esports,Hanwha Life Esports,"Shen,Kindred,Zoe,Darius,LeBlanc","Aatrox,Nocturne,Taliyah,Pyke,Tahm Kench","Swain,Zac,Yasuo,Varus,Braum","Dr. Mundo,Sejuani,Talon,Ezreal,Morgana","Thal,Blank,Faker,Bang,Effort","Lindarang,SeongHwan,Lava,Sangyoon,Key",0,0,0,0.0,Regular Season,Korea,Battlemage,Vanguard,Skirmisher,Marksman,Warden,Juggernaut,Vanguard,Assassin,Nimble,Catcher,"Aatrox,Darius,Kindred,LeBlanc,Nocturne,Pyke,Shen,Tahm Kench,Taliyah,Zoe",Swain,Zac,Yasuo,Varus,Braum,Dr. Mundo,Sejuani,Talon,Ezreal,Morgana,Thal,Blank,Faker,Bang,Effort,Lindarang,SeongHwan,Lava,Sangyoon,Key
2018-07-13 13:08:00,"Korea,LCK 2018 Summer",Loss,Red,Hanwha Life Esports,31:29,Irelia,Swain,0,4,4,1.0,"Ignite,FlashConqueror",250,+9,"Broken Stopwatch,Sterak's Gage,Trinity Force (0.9.25.21 - 10.22),,Ninja Tabi,Cloth Armor Warding Totem  ",2018-07-13 13:08:00,42,2018-07-13 13:08:00,Hanwha Life Esports,SK Telecom T1,Hanwha Life Esports,"Pyke,Galio,Shen,Talon,Yasuo","Aatrox,Taliyah,Nocturne,Varus,Zoe","Dr. Mundo,Kindred,Swain,Ezreal,Tahm Kench","Darius,Sejuani,Irelia,Karthus,Morgana","Lindarang,SeongHwan,Lava,Sangyoon,Key","Thal,Blank,Faker,Bang,Effort",1,0,1,0.0,Regular Season,Korea,Juggernaut,Vanguard,Diver,Battlemage,Catcher,Juggernaut,Nimble,Battlemage,Nimble,Warden,"Aatrox,Galio,Nocturne,Pyke,Shen,Taliyah,Talon,Varus,Yasuo,Zoe",Darius,Sejuani,Irelia,Karthus,Morgana,Dr. Mundo,Kindred,Swain,Ezreal,Tahm Kench,Thal,Blank,Faker,Bang,Effort,Lindarang,SeongHwan,Lava,Sangyoon,Key
2018-07-17 10:03:00,"Korea,LCK 2018 Summer",Loss,Red,MVP,49:12,Rumble,Swain,1,3,3,1.33,"Smite,FlashSummon Aery",507,+95,"Zhonya's Hourglass,Void Staff,Mercury's Treads,Morellonomicon,Liandry's Torment,Rabadon's Deathcap Oracle Lens  ",2018-07-17 10:03:00,42,2018-07-17 10:03:00,MVP,SK Telecom T1,MVP,"Rakan,Pyke,Yasuo,Talon,Dr. Mundo","Aatrox,Taliyah,Nocturne,Zoe,Gnar","Kled,Gragas,Swain,Ezreal,Soraka","Gangplank,Kindred,Rumble,Morgana,Shen","ADD,Yondu,Ian,Pilot (Na Woo-hyung),Max (Jeong Jong-bin)","Thal,Blank,Faker,Bang,Effort",2,0,2,0.0,Regular Season,Korea,Diver,Nimble,Battlemage,Catcher,Warden,Skirmisher,Vanguard,Battlemage,Nimble,Enchanter,"Aatrox,Dr. Mundo,Gnar,Nocturne,Pyke,Rakan,Taliyah,Talon,Yasuo,Zoe",Gangplank,Kindred,Rumble,Morgana,Shen,Kled,Gragas,Swain,Ezreal,Soraka,Thal,Blank,Faker,Bang,Effort,ADD,Yondu,Ian,Pilot (Na Woo-hyung),Max (Jeong Jong-bin)
2018-07-17 11:59:00,"Korea,LCK 2018 Summer",Win,Blue,MVP,40:30,Galio,Kled,2,1,4,6.0,"Teleport,FlashAftershock",486,+157,"Zhonya's Hourglass,Luden's Echo,Sorcerer's Shoes,Void Staff,Rod of Ages,Rabadon's Deathcap Warding Totem    ",2018-07-17 11:59:00,42,2018-07-17 11:59:00,SK Telecom T1,MVP,SK Telecom T1,"Shen,Kindred,Zoe,Dr. Mundo,Talon","Aatrox,Nocturne,Taliyah,Pyke,Yasuo","Gnar,Trundle,Galio,Swain,Morgana","Kennen,Sejuani,Kled,Ezreal,Soraka","Thal,Blank,Faker,Bang,Effort","ADD,Yondu,Ian,Pilot (Na Woo-hyung),Max (Jeong Jong-bin)",3,0,3,0.0,Regular Season,Korea,Vanguard,Juggernaut,Warden,Battlemage,Catcher,Diver,Vanguard,Skirmisher,Nimble,Enchanter,"Aatrox,Dr. Mundo,Kindred,Nocturne,Pyke,Shen,Taliyah,Talon,Yasuo,Zoe",Gnar,Trundle,Galio,Swain,Morgana,Kennen,Sejuani,Kled,Ezreal,Soraka,Thal,Blank,Faker,Bang,Effort,ADD,Yondu,Ian,Pilot (Na Woo-hyung),Max (Jeong Jong-bin)
2018-07-17 13:06:00,"Korea,LCK 2018 Summer",Win,Red,MVP,29:46,Galio,Swain,5,0,6,11.0,"Teleport,FlashAftershock",301,+54,"Zhonya's Hourglass,Rod of Ages,Morellonomicon,The Dark Seal,Sorcerer's Shoes,Blasting Wand Warding Totem    ",2018-07-17 13:06:00,42,2018-07-17 13:06:00,MVP,SK Telecom T1,SK Telecom T1,"Rakan,Morgana,Yasuo,Zoe,Rumble","Aatrox,Taliyah,Nocturne,Talon,Kennen","Dr. Mundo,Kindred,Swain,Lucian,Pyke","Gnar,Trundle,Galio,Ezreal,Gragas","ADD,Yondu,Ian,Pilot (Na Woo-hyung),Max (Jeong Jong-bin)","Thal,Blank,Faker,Bang,Effort",4,1,3,0.25,Regular Season,Korea,Vanguard,Juggernaut,Warden,Nimble,Vanguard,Juggernaut,Nimble,Battlemage,Nimble,Assassin,"Aatrox,Kennen,Morgana,Nocturne,Rakan,Rumble,Taliyah,Talon,Yasuo,Zoe",Gnar,Trundle,Galio,Ezreal,Gragas,Dr. Mundo,Kindred,Swain,Lucian,Pyke,Thal,Blank,Faker,Bang,Effort,ADD,Yondu,Ian,Pilot (Na Woo-hyung),Max (Jeong Jong-bin)
2018-07-19 10:29:00,"Korea,LCK 2018 Summer",Win,Red,KT Rolster,34:49,Ryze,Swain,2,1,3,5.0,"Teleport,FlashPhase Rush",372,+49,"Seraph's Embrace,Rod of Ages,Stopwatch,Ionian Boots of Lucidity,Void Staff,Needlessly Large Rod Warding Totem   ",2018-07-19 10:29:00,42,2018-07-19 10:29:00,KT Rolster,SK Telecom T1,SK Telecom T1,"Galio,Morgana,Pyke,Dr. Mundo,Rumble","Aatrox,Nocturne,Taliyah,Darius,Camille","Cho'Gath,Gragas,Swain,Caitlyn,Tahm Kench","Ornn,Trundle,Ryze,Ezreal,Braum","Kingen,Score,Ucal,Deft,Mata","Thal,Blank,Faker,Bang,Effort",5,2,3,0.4,Regular Season,Korea,Vanguard,Juggernaut,Battlemage,Nimble,Warden,Vanguard,Vanguard,Battlemage,Sniper,Warden,"Aatrox,Camille,Darius,Dr. Mundo,Galio,Morgana,Nocturne,Pyke,Rumble,Taliyah",Ornn,Trundle,Ryze,Ezreal,Braum,Cho'Gath,Gragas,Swain,Caitlyn,Tahm Kench,Thal,Blank,Faker,Bang,Effort,Kingen,Score,Ucal,Deft,Mata
2018-07-19 11:44:00,"Korea,LCK 2018 Summer",Loss,Blue,KT Rolster,35:53,Galio,Malzahar,2,2,4,3.0,"Teleport,FlashAftershock",387,+8,"Zhonya's Hourglass,The Dark Seal,Luden's Echo,Sorcerer's Shoes,Rod of Ages,Morellonomicon Warding Totem ",2018-07-19 11:44:00,42,2018-07-19 11:44:00,SK Telecom T1,KT Rolster,KT Rolster,"Morgana,Nocturne,Zoe,Yasuo,Jayce","Swain,Aatrox,Taliyah,Darius,Gangplank","Gnar,Gragas,Galio,Vladimir,Pyke","Kennen,Trundle,Malzahar,Xayah,Rakan","Thal,Blank,Faker,Bang,Effort","Smeb,Score,Ucal,Deft,Mata",6,3,3,0.5,Regular Season,Korea,Vanguard,Vanguard,Warden,Battlemage,Assassin,Diver,Juggernaut,Battlemage,Nimble,Catcher,"Aatrox,Darius,Gangplank,Jayce,Morgana,Nocturne,Swain,Taliyah,Yasuo,Zoe",Gnar,Gragas,Galio,Vladimir,Pyke,Kennen,Trundle,Malzahar,Xayah,Rakan,Thal,Blank,Faker,Bang,Effort,Smeb,Score,Ucal,Deft,Mata
2018-07-19 12:46:00,"Korea,LCK 2018 Summer",Loss,Red,KT Rolster,29:06,Vladimir,Yasuo,0,3,2,0.67,"Ignite,FlashElectrocute",279,-53,"Hextech Protobelt-01,Spellbinder,Zhonya's Hourglass,Ionian Boots of Lucidity,, Warding Totem    ",2018-07-19 12:46:00,42,2018-07-19 12:46:00,KT Rolster,SK Telecom T1,KT Rolster,"Galio,Pyke,Trundle,Ryze,Tahm Kench","Aatrox,Nocturne,Taliyah,Darius,Kennen","Gnar,Sejuani,Yasuo,Swain,Shen","Dr. Mundo,Zac,Vladimir,Ezreal,Gragas","Smeb,Score,Ucal,Deft,Mata","Thal,Blank,Faker,Bang,Effort",7,3,4,0.4286,Regular Season,Korea,Juggernaut,Vanguard,Battlemage,Nimble,Vanguard,Vanguard,Vanguard,Skirmisher,Battlemage,Warden,"Aatrox,Darius,Galio,Kennen,Nocturne,Pyke,Ryze,Tahm Kench,Taliyah,Trundle",Dr. Mundo,Zac,Vladimir,Ezreal,Gragas,Gnar,Sejuani,Yasuo,Swain,Shen,Thal,Blank,Faker,Bang,Effort,Smeb,Score,Ucal,Deft,Mata
2018-08-09 07:13:00,"Korea,LCK 2018 Summer",Loss,Blue,Kingzone DragonX,39:27,Ryze,Zoe,1,2,1,1.0,"Cleanse,FlashPhase Rush",426,+71,"Seraph's Embrace,Spellbinder,Mercury's Treads,Void Staff,Fiendish Codex,Rabadon's Deathcap Farsight Alteration  ",2018-08-09 07:13:00,42,2018-08-09 07:13:00,SK Telecom T1,Kingzone DragonX,Kingzone DragonX,"Jayce,Trundle,Aurelion Sol,Gnar,Darius","Aatrox,Taliyah,Varus,Kennen,Kindred","Gangplank,Olaf,Ryze,Ezreal,Braum","Camille,Sejuani,Zoe,Ashe,Tahm Kench","Thal,Blank,Faker,Bang,Effort","Khan,Peanut,Bdd,PraY,GorillA",8,3,5,0.375,Regular Season,Korea,Diver,Diver,Battlemage,Nimble,Warden,Diver,Vanguard,Burst,Sniper,Warden,"Aatrox,Aurelion Sol,Darius,Gnar,Jayce,Kennen,Kindred,Taliyah,Trundle,Varus",Gangplank,Olaf,Ryze,Ezreal,Braum,Camille,Sejuani,Zoe,Ashe,Tahm Kench,Thal,Blank,Faker,Bang,Effort,Khan,Peanut,Bdd,PraY,GorillA
2018-09-12 07:35:00,"Korea,Korea Regional Finals 2018",Win,Red,Gen.G,32:13,Azir,Galio,2,2,5,3.5,"Cleanse,FlashSummon Aery",331,+48,"Doran's Ring,Sorcerer's Shoes,Morellonomicon,Nashor's Tooth,Void Staff,Control Ward Farsight Alteration ",2018-09-12 07:35:00,42,2018-09-12 07:35:00,Gen.G,SK Telecom T1,SK Telecom T1,"Akali,Camille,Gragas,Irelia,Yasuo","Aatrox,Rakan,Tahm Kench,LeBlanc,Olaf","Urgot,Xin Zhao,Galio,Varus,Braum","Ornn,Taliyah,Azir,Kai'Sa,Alistar","CuVee,Ambition,Fly (Song Yong-jun),Ruler,CoreJJ","Untara,Blank,Faker,Bang,Effort",9,3,6,0.3333,Gauntlet,Korea,Vanguard,Battlemage,Battlemage,Nimble,Vanguard,Juggernaut,Diver,Warden,Marksman,Warden,"Aatrox,Akali,Camille,Gragas,Irelia,LeBlanc,Olaf,Rakan,Tahm Kench,Yasuo",Ornn,Taliyah,Azir,Kai'Sa,Alistar,Urgot,Xin Zhao,Galio,Varus,Braum,Untara,Blank,Faker,Bang,Effort,CuVee,Ambition,Fly (Song Yong-jun),Ruler,CoreJJ
2018-09-12 08:46:00,"Korea,Korea Regional Finals 2018",Loss,Red,Gen.G,29:27,Lulu,Zoe,0,2,1,0.5,"Teleport,FlashSummon Aery",251,-20,"Corrupting Potion,Luden's Echo,Mercury's Treads,The Dark Seal,Ardent Censer, Warding Totem  ",2018-09-12 08:46:00,43,2018-09-12 08:46:00,Gen.G,SK Telecom T1,Gen.G,"Akali,Taliyah,Urgot,Irelia,Yasuo","Aatrox,Rakan,Gragas,Olaf,Zac","Gnar,Trundle,Zoe,Kai'Sa,Alistar","Ornn,Sejuani,Lulu,Twitch,Braum","CuVee,Ambition,Crown,Ruler,CoreJJ","Untara,Blank,Faker,Bang,Effort",0,0,0,0.0,Gauntlet,Korea,Vanguard,Vanguard,Enchanter,Glasscannon,Warden,Vanguard,Juggernaut,Burst,Nimble,Vanguard,"Aatrox,Akali,Gragas,Irelia,Olaf,Rakan,Taliyah,Urgot,Yasuo,Zac",Ornn,Sejuani,Lulu,Twitch,Braum,Gnar,Trundle,Zoe,Kai'Sa,Alistar,Untara,Blank,Faker,Bang,Effort,CuVee,Ambition,Crown,Ruler,CoreJJ
